text,label
This company is a joke and doesn’t care about its employees!!!,1
"Clear warning signs, however the training staff and HR are very accommodating",2
Not a good place for True Talents to work,2
"Very bad salaries for Support Groups, and for years they will not do any appraisals",1
That was great experience to work with dbs. The environment was good and guiding at every step.,5
"Red Hat is a great place to work at a great time in it's life, but not without putting in much hard work.",5
"Poor pay, long hours, extreme micro management, more responsibilities without increase in pay",2
Safe job for those happy with less learning less salary.,2
"Great company culture to be part of, change is rapid and constant theme.",4
Look closely before you leap into this corporation.  Look into the newspaper reports on associates in the US.,2
No vision and no progress path for senior technical people,1
Mass exodus at Inside Sales team in Reading (UK),1
Stay as far away as you can as an employee and patient,1
Good Company If you have Luck finding good team and VISA....,4
"Such a shame, could have been a great company to work for",2
People are our greatest asset.  That is a lie.,2
An easy job made difficult by terrible management of staff,2
Used to be a great company. IBM changed that quickly.,2
"The position was enjoyable, although when it was unpleasant during busy periods.",4
Not enough help to keep the store conditions up to company standards.,1
Much Thing to learn as an Chinese bosses more emphasize to learn,4
"Great platform to learn and grow professionally, and move on to a better position elsewhere",4
Plenty of opportunity within the one firm; good culture,4
"Wonderful Company, Great Employee Development Programs, Prepare for Hard Work",5
I find Home Depot to be a very challenging place to work but in a postive way.  The issues we face require thought.,5
I had a customer who gave me commendations for helping them,5
"Good company, but headcount can't keep up with growth",4
Schlumberger going back in management policies what used to be 25 years back,4
It paid the bills and the job itself was OK,1
Constant cost cutting - employees and clients are no longer a priority,2
"There are worse places to work, but hopefully better places.",2
One of the best organized companies considering the size.,4
"While Hopkins is fantastic, Dept of BME needs help.",4
Too many political scams going on in the background,1
Just get your Gear and Get out... Guitar Center SUCKS! Too many cons to recommend!,1
Once upon a time it was a good place to be,2
I have been working at Eastman full time for 8 years mainly in the Engineering Department.,2
"Really depends on the store, but can be a really toxic environment",2
Need to muti-task and be willing to learn multiple depts.,2
Great Place - could do with more trust in workplace,5
"Awful don’t work here  - cheap company, managers unprofessional",1
"Even if you're a student and even if it's a part time job, I promise you can do (and deserve) better than Primark.",1
Negative and toxic work environment who do not value employees.,1
"Decent workplace, depends on the team you work with.",4
"To much work when you don't want it, too little when you do",2
"No work life balance, low pay, no appreciation for employees",1
Good Pay with Recognitions and Motivations by the Top Level Managements..  Opportunities for growth is quite flexible.,5
"Worst Place to Work due to few unprofessional and bad Person, but company is good.",1
"Great people but lot of uncertainty with regard to Job, Cary location and more",1
