text,label,label_text
Your Experience Will Be Entirely Based On The Store You Work At,4,good
CEO only cares about keeping nurses happy. Uninvested in sales.,1,bad
In a large company we are all just numbers to them,2,bad
Great place to be a graduate student and researcher,5,good
Great job if you don't value your time or care about your own mental health.,1,bad
I was a part-time teacher for 2 1/2 years. Training involved online courses (okay program) and some observation.,4,good
"Ability to learn quickly, highly responsible, and self-motivated Leadership qualities",5,good
"Flexible, great work-life balance; low morale, not so competitive compensation",2,bad
constantly cut your hours and all team members are paid the same wage 5 days or 5 years,1,bad
"Poorly run company, more concerned about their bottom line than food safety or hiring decent employees at a decent wage",1,bad
A valuable company that doesn't show value for its employees,2,bad
Terrible company. Please don't go by the seeded positive reviews,1,bad
With a few changes Irvine Company could have been a great company to work for.,2,bad
"Fast paced, always changing, challenging - best place I've ever worked",5,good
Senior Manager of 12 million dollars worth of equipment and 18 personnel.,5,good
"If you work hard, avoid Walgreens at all costs.",1,bad
Not bad place to work.  Most people love it here,4,good
Worked for company over 5 years. Warehouse end of things was amazing but quite after moving to store side.,4,good
Not worth staying longer then 6 months.  You work harder to pay top management's wages.,1,bad
Badly Trained Management - good stopping stone for training,2,bad
Certain groups in the company have (0!)  ZERO work life balance but very interesting and great projects,2,bad
All your nightmares will come true if you work here,1,bad
good for part-time/nonserious work. not a good place for a career.,4,good
American-centric corporate politics shows the worst of command-and-control organisation,2,bad
Not the best place to work- look some where else!,1,bad
Good starter job in the industry of weight loss and nutrition,4,good
"Great part time work, can be a great career if relocation is possible.",2,bad
"If I had a dollar every time  I saw mistakes were being swept under the rug or fixed with a band aid, I'd be rich",1,bad
Core themes relating to this job title people should know. 2020 review for Merchandising,1,bad
A bunch of malicious amateurs at the hungarian SSC,1,bad
Lack of support and horrific conditions after major earthquake,2,bad
"Excellent company with a great broker, beautiful office, and lots of opportunities to make money.",5,good
The Best Firm I have Ever Worked for in 16 years in the business,5,good
Best company I have worked for in the Barcelona area,5,good
Been with the company for a very long time. It's gone downhill as the years past.,2,bad
A Dynamic Culture Growing Company....GREAT PLACE TO WORK! I LOVE MY JOB!!,4,good
"Great place to work, but very unconventional business style.",4,good
Good for temporarily getting good tech experience and then switching to better companies,2,bad
working as Manager and also involved in Daily technical task's,4,good
Best Culture - Best Comp - Nothin gelse compares,5,good
The company is not fit to be in Banglore as an employer,1,bad
"Best place to socialize and hook up, not to work",1,bad
Not so bad....not so good...lots of change happening in the company.,2,bad
"Better than no job, but not a good job",2,bad
Cardinal Health is like being back in middle school,1,bad
Wait until 2016+ to work for Schwans Home Service,1,bad
It was a good place to start my career,5,good
International company with talented people and healthy corporate culture,4,good
Good place to work if you plan on staying awhile,4,good
Lots of work and very satisfying keeps you on your toes.,5,good
"If you enjoy a fast pace, this is your place!",5,good
Quicksand - Once you are in you cannot escape,1,bad
By far the best company I have ever worked for.,5,good
"Excellent strategy by CEO, all is going to change now in Kewill India",4,good
National Instruments... overall a pretty good place to work.,4,good
The Training will get you over the learning curve faster,5,good
This company is a joke and doesn’t care about its employees!!!,1,bad
"Clear warning signs, however the training staff and HR are very accommodating",2,bad
Not a good place for True Talents to work,2,bad
"Very bad salaries for Support Groups, and for years they will not do any appraisals",1,bad
That was great experience to work with dbs. The environment was good and guiding at every step.,5,good
"Red Hat is a great place to work at a great time in it's life, but not without putting in much hard work.",5,good
"Poor pay, long hours, extreme micro management, more responsibilities without increase in pay",2,bad
Safe job for those happy with less learning less salary.,2,bad
"Great company culture to be part of, change is rapid and constant theme.",4,good
Look closely before you leap into this corporation.  Look into the newspaper reports on associates in the US.,2,bad
No vision and no progress path for senior technical people,1,bad
